obs_date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,weather
3/18/2016,13.5,10.5,15.9,0,,,8.1,,1017.6,,mild_breezy
3/19/2016,13.4,9.4,16.7,0,,,12.3,,1015.5,,mild_breezy
3/20/2016,13.1,9.7,15.7,0,,,7.2,,1013.2,,mild_fair
3/21/2016,12.3,7.4,15.7,5.9,,,8.5,,1010.6,,mild_moderate_rain
3/22/2016,13.4,9.7,18.4,0,,,17.5,,1011.4,,mild_windy
3/23/2016,13.1,10,16.9,0,,,13.5,,1011.8,,mild_breezy
3/24/2016,14.9,8.9,20.2,2.6,,,13.6,,1018.6,,mild_light_rain
3/25/2016,13.8,9.7,16.4,3.3,,,10.5,,1026.3,,mild_light_rain
3/26/2016,13.8,8.8,17,1.5,,,12,,1025.8,,mild_light_rain
3/27/2016,15,11.7,17.7,7.5,,,16.4,,1023.8,,mild_moderate_rain
3/28/2016,13.2,9,17.7,27.3,,,13.1,,1023.1,,mild_heavy_rain
3/29/2016,14,9.4,17.7,15.4,,,8.2,,1019.2,,mild_moderate_rain
3/30/2016,14.4,10.4,18.2,10.6,,,12.5,,1014,,mild_moderate_rain
3/31/2016,13.4,8.8,18.7,12.9,,,19.7,,1019.6,,mild_moderate_rain
4/1/2016,13.8,9.7,17.4,0,,,14,,1018.6,,mild_windy
4/2/2016,13.1,9,15.9,0,,,10,,1013.6,,mild_breezy
4/3/2016,14.7,12.2,17.5,0.2,,,16.8,,1014.9,,mild_light_rain
4/4/2016,14.3,12.5,15.4,0,,,28.5,,1011,,mild_stormy
4/5/2016,14.8,10.4,20.5,0,,,18.6,,1013.2,,mild_windy
4/6/2016,15.8,11.4,19.7,0,,,15.2,,1016.1,,mild_windy
4/7/2016,16.4,11.5,20,4,,,9.5,,1015.9,,mild_light_rain
4/8/2016,16.9,12.1,21.2,0.6,,,13.8,,1017.4,,mild_light_rain
4/9/2016,14.9,10.2,19.6,0,,,18.9,,1017,,mild_windy
4/10/2016,13.7,11,17,0,,,20.1,,1010.8,,mild_stormy
4/11/2016,14.4,11.5,17,0,,,18.3,,1010.4,,mild_windy
4/12/2016,15,13,16.9,0,,,17.4,,1012.6,,mild_windy
4/13/2016,15.6,11.9,18.5,0,,,10.8,,1015.8,,mild_breezy
4/14/2016,16.5,14.4,18.9,0,,,11.7,,1015.7,,mild_breezy
4/15/2016,16.5,15,19.2,0,,,16.5,,1013.9,,mild_windy
4/16/2016,16.7,14.9,18.9,0,,,20.4,,1013.7,,mild_stormy
4/17/2016,15.3,12.7,17.2,0,,,11.4,,1016.9,,mild_breezy
4/18/2016,16.6,12.4,20,0,,,16,,1013.2,,mild_windy
4/19/2016,16.7,15.2,18.7,0,,,14.3,,1011.8,,mild_windy
4/20/2016,14.9,12.2,17.4,2.2,,,9.8,,1016.2,,mild_light_rain
4/21/2016,15.7,12.4,18.4,0,,,6.9,,1021.5,,mild_fair
4/22/2016,16.8,14,19.2,0,,,7.4,,1020.4,,mild_fair
4/23/2016,17.6,16.4,19.7,0,,,7.4,,1017.8,,mild_fair
4/24/2016,18.4,15.1,22,0,,,9.5,,1016.5,,mild_breezy
4/25/2016,20.1,16.4,24.9,0,,,14,,1014.7,,warm_windy
4/26/2016,19.3,16.7,21.8,1.6,,,11.2,,1013.5,,mild_light_rain
4/27/2016,16.6,12.7,19.4,0.6,,,12.8,,1012.9,,mild_light_rain
4/28/2016,16.4,12.5,19.9,0.2,,,13.6,,1013.9,,mild_light_rain
4/29/2016,18,14.9,20.4,0,,,9,,1014.8,,mild_breezy
4/30/2016,19.6,14.4,22.7,1.2,,,10.5,,1019,,mild_light_rain
5/1/2016,21.6,18.9,25.2,0.2,,,17.7,,1020.4,,warm_light_rain
5/2/2016,21.5,17.5,26.7,0,,,23.1,,1018.4,,warm_stormy
5/3/2016,21.1,15.4,26.4,0,,,20,,1016.2,,warm_stormy
5/4/2016,19.5,17.4,21.9,0,,,23.8,,1014.9,,mild_stormy
5/5/2016,17.6,16.2,19.2,0.2,,,15.3,,1011.1,,mild_light_rain
5/6/2016,16.5,14.9,19,0,,,18.6,,1011.3,,mild_windy
5/7/2016,15.4,12.4,18.2,0,,,20.4,,1007.3,,mild_stormy
5/8/2016,16.7,14.4,19.2,0,,,25.5,,999.5,,mild_stormy
5/9/2016,16.8,15.2,18.2,0,,,24.1,,1004,,mild_stormy
5/10/2016,16.1,14,18.4,0,,,20.8,,1005.4,,mild_stormy
5/11/2016,15.8,12.9,18,0,,,25,,1006.3,,mild_stormy
5/12/2016,16.4,14.7,18.9,0,,,28.3,,1011.9,,mild_stormy
5/13/2016,16,11.9,21.7,0,,,16.2,,1018.1,,mild_windy
5/14/2016,16.7,12,21.4,0,,,14.8,,1021.7,,mild_windy
5/15/2016,17.7,12.9,21,0,,,11.1,,1021.5,,mild_breezy
5/16/2016,21.6,18.7,24.7,0.3,,,11.9,,1020.5,,warm_light_rain
5/17/2016,23,21.4,25.4,0,,,12.6,,1015.9,,warm_breezy
5/18/2016,20.4,16.4,22.7,0,,,9.5,,1017.1,,warm_breezy
5/19/2016,20.1,14.7,24.9,0,,,10.6,,1019.1,,warm_breezy
5/20/2016,22.8,19.4,26.9,0.1,,,12.2,,1018,,warm_light_rain
5/21/2016,20.5,17.4,23.5,0,,,13.8,,1016.4,,warm_breezy
5/22/2016,19.6,15.4,24.7,0,,,15.2,,1019.9,,mild_windy
5/23/2016,20.5,13.2,25.5,0,,,9.5,,1019.7,,warm_breezy
5/24/2016,18.8,16.5,21.5,0,,,19.4,,1014.6,,mild_windy
5/25/2016,17.8,15,20.5,0,,,15,,1014.1,,mild_windy
5/26/2016,17.9,14,20.7,0,,,12.3,,1014.2,,mild_breezy
5/27/2016,18.5,14.7,21.7,0,,,10.4,,1016.6,,mild_breezy
5/28/2016,18.8,17.2,20.7,0,,,24.5,,1018.9,,mild_stormy
5/29/2016,17.9,14.1,20.5,0,,,19.5,,1021.8,,mild_windy
5/30/2016,18.8,13.5,25.6,0,,,14.1,,1020.2,,mild_windy
5/31/2016,21.3,15.7,26.6,0,,,10,,1019,,warm_breezy
6/1/2016,23.2,18.5,27.2,0,,,14.2,,1016.8,,warm_windy
6/2/2016,22.3,19.2,26.2,0,,,8.1,,1013.4,,warm_breezy
6/3/2016,19.3,16.2,21.6,0,,,23.7,,1013.9,,mild_stormy
6/4/2016,18.7,14.2,23.1,0,,,18.6,,1017.2,,mild_windy
6/5/2016,20,16,23,0,,,15.3,,1017.1,,warm_windy
6/6/2016,22,17.5,25.5,0,,,9.5,,1017.8,,warm_breezy
6/7/2016,25.8,21.5,30.5,0.7,,,12.3,,1018.3,,hot_light_rain
6/8/2016,25.7,21.1,29.2,1.8,,,9.9,,1017.6,,hot_light_rain
6/9/2016,27.4,22.7,33.6,0.1,,,15.2,,1014.6,,hot_light_rain
6/10/2016,22.8,19.7,27.2,0.4,,,19.3,,1015.2,,warm_light_rain
6/11/2016,22.9,16.2,31,0,,,18.2,,1016.1,,warm_windy
6/12/2016,23.2,17.1,30.2,0,,,14.4,,1017.9,,warm_windy
6/13/2016,27.1,21,34.2,0,,,20,,1017.5,,hot_stormy
6/14/2016,23,18.2,29.7,0,,,20.2,,1015.3,,warm_stormy
6/15/2016,19.7,17.1,23.1,0,,,22.3,,1012.9,,mild_stormy
6/16/2016,18.9,14.5,23.2,0,,,18,,1015.2,,mild_windy
6/17/2016,19.9,15.2,25.6,0,,,14.1,,1018.8,,mild_windy
6/18/2016,22.3,17.2,29.5,0.6,,,15,,1021.7,,warm_light_rain
6/19/2016,24.2,21.6,27.7,0.3,,,17.2,,1023.2,,warm_light_rain
6/20/2016,24.8,22,28.6,0,,,13.2,,1020.1,,warm_breezy
6/21/2016,25.1,21.2,29,0,,,17.8,,1017.7,,hot_windy
6/22/2016,23.5,21,26.5,0,,,17.1,,1015.7,,warm_windy
6/23/2016,22.2,20.2,24.5,0,,,14.7,,1019,,warm_windy
6/24/2016,24.4,20.2,30.5,0,,,11.7,,1018,,warm_breezy
6/25/2016,22.7,18.5,27.5,0,,,17.7,,1015.4,,warm_windy
6/26/2016,21.8,18.6,23.7,0,,,11.6,,1015.3,,warm_breezy
6/27/2016,22.6,19.1,26.7,0,,,13.8,,1017.3,,warm_breezy
6/28/2016,25.4,22.2,29.2,0,,,13.7,,1014.6,,hot_breezy
6/29/2016,24,20.7,27.2,0,,,10.8,,1015.4,,warm_breezy
6/30/2016,25.1,20.6,32.1,0,,,13.2,,1016.9,,hot_breezy
7/1/2016,23.2,18,28.7,0,,,12.9,,1017.8,,warm_breezy
7/2/2016,24.7,20.5,30.1,0,,,11.7,,1016.6,,warm_breezy
7/3/2016,27.8,24,30.5,0,,,9.6,,1014.4,,hot_breezy
7/4/2016,23.7,21.7,26,0,,,17.8,,1016.3,,warm_windy
7/5/2016,22.7,20.7,25,0,,,9.5,,1017.3,,warm_breezy
7/6/2016,21.4,18.7,24.1,0,,,13.1,,1017.2,,warm_breezy
7/7/2016,21,19.2,23.5,0,,,12.6,,1017.9,,warm_breezy
7/8/2016,24.6,19,31.5,0,,,8.8,,1018.9,,warm_breezy
7/9/2016,29.7,23.2,33,0,,,12.6,,1015.6,,hot_breezy
7/10/2016,27.8,22.7,31,0,,,11.2,,1014.6,,hot_breezy
7/11/2016,29.5,24,37.2,0,,,13.2,,1014.4,,hot_breezy
7/12/2016,27.4,21,35.6,0,,,13.4,,1015.9,,hot_breezy
7/13/2016,24.5,19.2,29.2,0,,,12.9,,1016.4,,warm_breezy
7/14/2016,26.2,22.5,30.2,0,,,14.7,,1017.1,,hot_windy
7/15/2016,26.9,22.2,31,0,,,17.4,,1016.1,,hot_windy
7/16/2016,26.9,23.2,30.7,0,,,13.1,,1016.1,,hot_breezy
7/17/2016,26.4,23,29.5,0,,,14.1,,1015.2,,hot_windy
7/18/2016,25.2,23.2,27.5,0,,,14.1,,1015,,hot_windy
7/19/2016,27.3,23.5,32,0,,,13.6,,1014.5,,hot_breezy
7/20/2016,27.1,24.2,30.1,0,,,11.1,,1015.8,,hot_breezy
7/21/2016,27.7,21.5,34.2,0,,,14.6,,1015.9,,hot_windy
7/22/2016,25.4,20,32.5,0,,,20.6,,1016.1,,hot_stormy
7/23/2016,25.9,23,30.1,0,,,11.7,,1015.4,,hot_breezy
7/24/2016,27.1,23,32,0,,,13.4,,1015.4,,hot_breezy
7/25/2016,28.7,24,33.7,0,,,13.2,,1015.8,,hot_breezy
7/26/2016,27.9,24.7,31.5,0,,,11.4,,1016.7,,hot_breezy
7/27/2016,24.6,19.7,27.5,0,,,9.9,,1016.4,,warm_breezy
7/28/2016,24.2,21.5,27.6,0.1,,,10.6,,1015.6,,warm_light_rain
7/29/2016,23.7,21,28.2,1,,,11.5,,1014.6,,warm_light_rain
7/30/2016,22.5,20.5,24.5,0,,,18.9,,1017.4,,warm_windy
7/31/2016,24.6,18.7,31.7,0,,,11.1,,1017.7,,warm_breezy
8/1/2016,26,20.2,30,0,,,12.9,,1017.2,,hot_breezy
8/2/2016,24.7,22.5,26.7,0,,,8.4,,1017.5,,warm_breezy
8/3/2016,24.9,20.6,29.6,0,,,8,,1016.4,,warm_breezy
8/4/2016,28,20.7,37,0,,,12.3,,1016.5,,hot_breezy
8/5/2016,25.7,21.1,32.6,0,,,14.4,,1017.5,,hot_windy
8/6/2016,27.5,23.5,31.2,0,,,14.8,,1018.8,,hot_windy
8/7/2016,28.1,25,31.2,0,,,18.3,,1018.9,,hot_windy
8/8/2016,28.1,24.5,34.1,0,,,18.5,,1018.5,,hot_windy
8/9/2016,27.2,24.2,31.1,0,,,12.9,,1016.8,,hot_breezy
8/10/2016,25.4,21,27.5,0,,,10.6,,1014.5,,hot_breezy
8/11/2016,27,23.2,31.1,0,,,17.4,,1017,,hot_windy
8/12/2016,27.2,24,30.7,0,,,20.8,,1019.1,,hot_stormy
8/13/2016,26.7,22.5,30.2,0,,,14.6,,1018.6,,hot_windy
8/14/2016,25.9,21.2,28.5,0,,,10,,1017.3,,hot_breezy
8/15/2016,25.7,22.7,28.6,0,,,7,,1016.8,,hot_fair
8/16/2016,25.4,22,28,0,,,11.8,,1015.9,,hot_breezy
8/17/2016,25.7,21.5,31,0,,,14.4,,1015.7,,hot_windy
8/18/2016,24.8,20.2,29,0,,,14,,1013.9,,warm_windy
8/19/2016,25.1,20.1,30.7,0,,,18,,1014.4,,hot_windy
8/20/2016,26.3,22,33.2,0,,,14.4,,1017.1,,hot_windy
8/21/2016,23.5,19.5,26.5,0,,,8.7,,1018.9,,warm_breezy
8/22/2016,27.1,21.5,31,0,,,14,,1019.1,,hot_windy
8/23/2016,27.8,23.5,32,0,,,13.8,,1017.7,,hot_breezy
8/24/2016,26.8,24.5,30.5,0,,,15.8,,1015,,hot_windy
8/25/2016,26.7,22.6,30.1,0,,,15.9,,1012.6,,hot_windy
8/26/2016,26.7,24,30.6,0,,,17.8,,1013.4,,hot_windy
8/27/2016,25.9,23.6,29.1,0,,,13.8,,1016.5,,hot_breezy
8/28/2016,26.9,22.7,32.2,,,,9.8,,1018.9,,hot_breezy
8/29/2016,27.5,23.1,31,,,,15.3,,1018.8,,hot_windy
8/30/2016,24.3,20.2,28.6,,,,17.8,,1017.3,,warm_windy
8/31/2016,22.4,18.5,25,,,,9.9,,1018,,warm_breezy
9/1/2016,25.6,22,29.1,,,,12,,1019.2,,hot_breezy
9/2/2016,26.5,23.6,30.1,,,,10,,1019,,hot_breezy
9/3/2016,27.3,23.5,32,,,,10.8,,1017.9,,hot_breezy
9/4/2016,29,26.1,32.7,,,,12,,1018.4,,hot_breezy
9/5/2016,28.9,24.7,34,0,,,8.2,,1018.1,,hot_breezy
9/6/2016,28.2,23.2,32.7,0,,,10.5,,1016.4,,hot_breezy
9/7/2016,25,22.6,26.7,0,,,17.6,,1015,,hot_windy
9/8/2016,24.6,21.1,29.5,0,,,18.4,,1016.9,,warm_windy
9/9/2016,22.8,17.7,29.2,0,,,17.9,,1017.5,,warm_windy
9/10/2016,24.2,19.5,28.7,0,,,14.6,,1016.7,,warm_windy
9/11/2016,23.2,20.2,25.5,0,,,7.7,,1015.2,,warm_fair
9/12/2016,22.6,19,27,0,,,10.7,,1013.6,,warm_breezy
9/13/2016,22.4,18.7,26.7,0,,,20.1,,1016.2,,warm_stormy
9/14/2016,19.6,15.7,24.6,0,,,16,,1019.5,,mild_windy
9/15/2016,19.8,15.2,26.2,0,,,15.4,,1019.7,,mild_windy
9/16/2016,20.5,17.2,24,0,,,8.8,,1020.9,,warm_breezy
9/17/2016,23.8,18.6,29.5,0,,,12.5,,1018.4,,warm_breezy
9/18/2016,23.2,19.5,27.5,0.2,,,9.3,,1017.5,,warm_light_rain
9/19/2016,22.2,19,26.2,1.6,,,10.7,,1017.4,,warm_light_rain
9/20/2016,20,18.5,22.2,0.5,,,6.4,,1016.1,,warm_light_rain
9/21/2016,19.6,16,22,0.9,,,8.7,,1016.7,,mild_light_rain
9/22/2016,19.9,16,23.5,0,,,12.9,,1019.7,,mild_breezy
9/23/2016,20.1,16.6,23.2,0,,,8.5,,1022.2,,warm_breezy
9/24/2016,21.2,16.2,25,0,,,8.7,,1020.6,,warm_breezy
9/25/2016,22.2,18,24.7,0,,,10.1,,1019.7,,warm_breezy
9/26/2016,23.1,20.2,25.1,0.7,,,10.2,,1019,,warm_light_rain
9/27/2016,25.2,20.6,28.7,0,,,14.7,,1020.5,,hot_windy
9/28/2016,24.2,21,27.2,0,,,15.8,,1021.5,,warm_windy
9/29/2016,24.6,20,29.7,0,,,18.2,,1019.8,,warm_windy
9/30/2016,23.6,20.5,26.5,0,,,13.1,,1016.4,,warm_breezy
10/1/2016,22.5,19.6,26.2,0,,,9.2,,1015,,warm_breezy
10/2/2016,21.3,18,24,0,,,10,,1015.9,,warm_breezy
10/3/2016,20.6,16.6,23.5,0,,,9,,1017.7,,warm_breezy
10/4/2016,21.9,17,25.7,0,,,9.1,,1018.8,,warm_breezy
10/5/2016,22,19.2,25.7,0,,,8.9,,1015.8,,warm_breezy
10/6/2016,21.6,19,25.2,0,,,9.6,,1013.1,,warm_breezy
10/7/2016,20.3,15.5,23.7,2.7,,,6.8,,1014.5,,warm_light_rain
10/8/2016,21.1,15,24.7,0,,,10.3,,1017.2,,warm_breezy
10/9/2016,19.4,15.2,23.6,3.1,,,17.6,,1018.8,,mild_light_rain
10/10/2016,17.7,12.5,21,0.8,,,8.9,,1018.7,,mild_light_rain
10/11/2016,18.5,14.7,22,50.3,,,17.4,,1015.9,,mild_stormy_rain
10/12/2016,19,17.5,20.2,25.5,,,18.5,,1007.2,,mild_stormy_rain
10/13/2016,17.6,13.7,21.7,3,,,14,,1005.8,,mild_light_rain
10/14/2016,17.7,14,21.5,0,,,14.1,,1011.3,,mild_windy
10/15/2016,16.9,12.5,20.6,24.4,,,6.8,,1015.1,,mild_heavy_rain
10/16/2016,17.7,13.2,21.7,3.4,,,9,,1017.3,,mild_light_rain
10/17/2016,19.3,16.1,22.6,0,,,6.9,,1021.6,,mild_fair
10/18/2016,22.1,18.5,26.7,0,,,9.6,,1022.2,,warm_breezy
10/19/2016,21.6,18.5,24.6,0,,,7.1,,1019.3,,warm_fair
10/20/2016,19.7,17.2,22.1,0,,,6.9,,1014.4,,mild_fair
10/21/2016,18.6,16,21,0,,,7.7,,1012,,mild_fair
10/22/2016,20.1,18.2,22.5,0,,,16.7,,1008,,warm_windy
10/23/2016,18.7,16.7,20.7,0,,,21.9,,1006.5,,mild_stormy
10/24/2016,17.5,15.1,20,1.9,,,18.4,,1007.3,,mild_light_rain
10/25/2016,19.8,18.2,22,0,,,17.1,,1013.3,,mild_windy
10/26/2016,22.7,19.5,26.5,0.2,,,10.4,,1019.7,,warm_light_rain
10/27/2016,23.6,21.6,25.2,1.7,,,19.2,,1021.2,,warm_light_rain
10/28/2016,22.5,20.5,25.7,0.2,,,25.4,,1024,,warm_light_rain
10/29/2016,21.2,19.1,23.7,3.3,,,22.8,,1023.4,,warm_light_rain
10/30/2016,19.7,16.7,23,5.6,,,13.7,,1020,,mild_moderate_rain
10/31/2016,19.5,17,22.1,25.1,,,18,,1018.5,,mild_stormy_rain
11/1/2016,20.5,19,22.6,15.4,,,18.1,,1020.2,,warm_moderate_rain
11/2/2016,19.4,17.7,22,3.1,,,10.4,,1020,,mild_light_rain
11/3/2016,19.2,16.7,21.7,0.3,,,13.7,,1016.6,,mild_light_rain
11/4/2016,20.2,19,21.5,2.3,,,23.4,,1014.7,,warm_light_rain
11/5/2016,18.9,15.1,21.2,2,,,17.8,,1013.7,,mild_light_rain
11/6/2016,14.9,10.7,19,0,,,9.7,,1016.2,,mild_breezy
11/7/2016,13.5,9.7,18.1,0,,,13.6,,1017.5,,mild_breezy
11/8/2016,13.1,8.7,19,0.1,,,10.9,,1025.5,,mild_light_rain
11/9/2016,15.1,8,20,0,,,13.3,,1026.6,,mild_breezy
11/10/2016,15.8,12.2,19.7,0,,,9,,1027.3,,mild_breezy
11/11/2016,14.9,10.5,18.7,0,,,8.2,,1026.3,,mild_breezy
11/12/2016,16.1,11.5,22,0,,,7.4,,1023.8,,mild_fair
11/13/2016,16.8,14,20.1,0,,,9.6,,1021.7,,mild_breezy
11/14/2016,16.8,12.5,22,6.9,,,9.9,,1021.5,,mild_moderate_rain
11/15/2016,16.8,14,20,18.7,,,21.3,,1023.8,,mild_moderate_rain
11/16/2016,16.2,13.5,20.1,9.4,,,13.1,,1023.9,,mild_moderate_rain
11/17/2016,15.1,10,19.5,1.1,,,7.5,,1021,,mild_light_rain
11/18/2016,15.4,10.6,20.6,1.2,,,8.4,,1018.4,,mild_light_rain
11/19/2016,15.4,12,19.5,0,,,10,,1018.6,,mild_breezy
11/20/2016,17.9,17,19.5,0,,,25.6,,1012.9,,mild_stormy
11/21/2016,16.4,12.7,18.5,0,,,20.3,,1007.2,,mild_stormy
11/22/2016,12.7,9.7,16.5,0,,,6,,1005.4,,mild_fair
11/23/2016,11.1,7.5,15.5,0,,,9.6,,1008,,mild_breezy
11/24/2016,11.3,7.6,15.5,0,,,10.6,,1012.5,,mild_breezy
11/25/2016,14.8,10.7,17.7,1.8,,,18.6,,1006.7,,mild_light_rain
11/26/2016,13.2,9.6,17.6,0,,,8.8,,1003.4,,mild_breezy
11/27/2016,13,11,16.2,0,,,12.7,,1005.6,,mild_breezy
11/28/2016,13.2,9.2,17.5,0,,,12,,1013.3,,mild_breezy
11/29/2016,14.8,12.7,16.7,0,,,21.8,,1016.6,,mild_stormy
11/30/2016,17.5,16.2,18.7,0,,,34,,1019.8,,mild_stormy
12/1/2016,15.7,13.7,18.7,0,,,14.7,,1021.6,,mild_windy
12/2/2016,15,13,17,0,,,17.6,,1017.1,,mild_windy
12/3/2016,17.2,15.5,18.2,0,,,21.4,,1006.4,,mild_stormy
12/4/2016,17.2,15.6,18,0,,,20.1,,1005.2,,mild_stormy
12/5/2016,16.7,15,21.2,0,,,14.8,,1013.8,,mild_windy
12/6/2016,15.8,12.2,19.2,0,,,8.1,,1024.5,,mild_breezy
12/7/2016,16.1,14.2,18.7,0,,,17.1,,1027.2,,mild_windy
